id,name,screen_name,created_at,id_tweet,id_tweet_origin,text_complete,hashtags,symbols,has_media,has_users_mention,has_urls_mention,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive
1217,Patrick Vellner,PatVellner,2019-11-12 00:45:56,1194053680795832322,--,this is what a well executed plan looks like 2020 open  #darkness #justleaveme #ineedaholiday ,"darkness,justleaveme,ineedaholiday",--,0,1,1,Instagram,--,--,--,--,0,0,10,0,0,0
1218,Thrift Shop Hustler,ThriftShopDude,2019-11-12 00:25:15,1194048473970040832,--,check out vtg lotto avanti basketball 80s high top sneakers shoes mens 7 w box hype beast #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,1,0,0,0,0
1219,Thrift Shop Hustler,ThriftShopDude,2019-11-12 00:21:53,1194047627886645248,--,check out vtg reebok original 80s high top sneakers shoes mens 7 bb5000 w box hype beast #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1220,earl hendricks,DEADLIFTSNJ76,2019-11-11 23:40:14,1194037146589499392,--,triceps and shoulders #skullcrushers #arnoldpress #reebok #sharkcitybarbellva #gymlife ,"skullcrushers,arnoldpress,reebok,sharkcitybarbellVA,gymlife",--,1,0,0,Twitter for iPhone,--,--,--,--,0,0,0,0,0,1
1221,Mysteriously Unnamed,DeathByLnbkers,2019-11-11 23:17:08,1194031332600504321,1193987174343020544, it would be nice if we could get these custom made with the military information of our family member who ,--,--,0,1,0,Twitter for Android,--,--,--,--,0,1,0,0,0,0
1222,JimPetty,JimPetty716,2019-11-11 23:03:04,1194027794071719942,1193958857569185797," i m in the supplemental draft. omw back to the 
 

6 2 215lbs nfl s former ",--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,2,0,0,0,0
1223,BrandonLinden,mlungu_bae,2019-11-11 22:53:29,1194025381491290112,--, lifestyles different around here ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ #mlungu #bae #america #lifestyle #drip #swag  ,"mlungu,bae,America,lifestyle,drip,swag",--,0,0,1,Instagram,--,--,--,--,0,0,0,0,0,0
1224,Dreams Designer Outlet,Watch_The_Cloth,2019-11-11 22:38:22,1194021578926952450,1194021232112537600, check out philadelphia eagles jeff garcia #7 reebok nfl home jersey size xl nwot #reebok  via  ,Reebok,--,0,1,1,Twitter for Android,--,--,--,--,0,1,0,0,0,0
1225,SASS Treasures,SassTreasures,2019-11-11 22:37:00,1194021232112537600,--,check out philadelphia eagles jeff garcia #7 reebok nfl home jersey size xl nwot #reebok vi ,Reebok,--,0,0,1,Twitter Web Client,--,--,--,--,0,1,2,0,0,0
1226,DirtyButWhole,_AtreyaBasu_,2019-11-11 22:05:41,1194013352239828992,--,there you go #reebok x #gigihadid x #icc ,"reebok,gigihadid,ICC",--,1,1,0,Twitter for Android,--,--,--,--,0,0,0,0,0,0
1228,PapaBear,DKnightTP,2019-11-11 20:21:40,1193987174343020544,--, it would be nice if we could get these custom made with the military information of our family m ,--,--,0,1,1,Twitter for iPhone,1193715436350836736,1067491944,_TJWatt,--,0,1,3,0,0,0
1229,Maryl Rolfes,MaryFRolfes,2019-11-11 20:15:26,1193985608319983620,1193968179598503937, all black drop top..rock u a ghost *jott* today #jottworld #tshirt #shopsmall #blackfriday #hatshop #neworleans #urbanwear #la ,"JottWorld,Tshirt,Shopsmall,Blackfriday,HatShop,Neworleans,Urbanwear",--,0,1,0,Mon cinchtweet appli,--,--,--,--,0,1,0,0,0,0
1230,Football Shirts HFS,historicshirts,2019-11-11 19:55:25,1193980569186684930,--," limited edition boxed final winners 2005 shirt (l) 

  ",--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,0,2,0,0,0
1231,eBay Deals US,eBay_Deals_US,2019-11-11 19:44:17,1193977768863772675,--,us $29.99. #reebok men's flexagon force 2.0 extra-wide... buy it now: ,Reebok,--,1,0,1,IFTTT,--,--,--,--,0,0,0,0,0,0
1232,jdsportsus,jdsportsus,2019-11-11 19:30:21,1193974259930058752,--,"train like a champ hit up to cop the x iii, available now: ",--,--,0,1,1,Falcon Social Media Management ,--,--,--,--,0,0,0,0,0,0
1233,Teezy-Marley,PoloTee,2019-11-11 19:06:11,1193968179598503937,--,all black drop top..rock u a ghost *jott* today #jottworld #tshirt #shopsmall #blackfriday #hatshop #neworleans ,"JottWorld,Tshirt,Shopsmall,Blackfriday,HatShop,Neworleans",--,0,0,1,Instagram,--,--,--,--,0,1,2,0,0,0
1234,グラス,glass4351,2019-11-11 19:02:34,1193967270315188227,1193966502401196033, lowest ask: $249 reebok court victory pump alife ball out orange sz. 9  #reebok  ,reebok,--,0,1,1,Colotwi,--,--,--,--,0,1,0,0,0,0
1235,MassGenie,_massgenie,2019-11-11 19:00:18,1193966698686222336,--,have a perfect go-to gym top with reebok fitted performance shirt that can fit into whatever workout you throw at i ,--,--,0,0,1,Hootsuite Inc.,--,--,--,--,0,0,1,0,0,0
1236,StockX Live Feed,StockXLive,2019-11-11 18:59:31,1193966502401196033,--,lowest ask: $249 reebok court victory pump alife ball out orange sz. 9 #reebok ,reebok,--,1,0,1,StockX Market,--,--,--,--,0,1,0,0,0,0
1238,SHOE FETISH!,shoes_fetish,2019-11-11 18:46:28,1193963217422295044,--,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,"Reebok,Sneaker,Casual",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1239,shopping4dealzz,shopping4dealzz,2019-11-11 18:45:45,1193963037583167489,--,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,"Reebok,Sneaker,Casual",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1240,simplyshay,simplyshay,2019-11-11 18:43:55,1193962577388134402,--,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1241,M.A.D.E. INC.,made2enhance,2019-11-11 18:31:31,1193959454766764034,1193958857569185797," i m in the supplemental draft. omw back to the 
 

6 2 215lbs nfl s former ",--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,2,0,0,0,0
1242,Foot District,FootDistrict,2019-11-11 18:30:39,1193959237979955202,--," electrolyte 97 is in stores now &amp; online! ultra-fast, ultra-light, ultra-versatile. wear black &amp; don't look  ",--,--,0,1,1,LaterMedia,--,21915474,Reebok,--,0,0,0,0,0,0
1243,Jajuan Michael Harley,jajuanmharley,2019-11-11 18:29:08,1193958857569185797,--,i m in the supplemental draft. omw back to the 6 2 215lbs nfl s former ,--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,2,2,0,0,0
1244,FreedomFandom❣,thebobbxxn,2019-11-11 17:19:31,1193941336841428995,1010390153905332225," dazed magazine x wanna one 

#  #reebok #reebokclassic #thisisclassic #alwaysclassic #  # # # #reebok ","워너원,reebok,reebokclassic,thisisclassic,alwaysclassic,리복,리복클래식,디스이즈클래식,올웨이즈클래식",--,0,1,0,Twitter for Android,--,--,--,--,0,2,0,0,0,0
1245,StockX Live Feed,StockXLive,2019-11-11 17:19:26,1193941314397757440,--,lowest ask: $1000 reebok club c 85 jjjjound sz. 10.5 #reebok ,reebok,--,1,0,1,StockX Market,--,--,--,--,0,0,0,0,0,0
1246,Rhonda K,arkayscreations,2019-11-11 17:03:48,1193937378974539783,1193712830568108032, check out mens green bay packers super bowl xlv black tee shirt players names roster large #reebok  ,Reebok,--,0,1,0,Twitter for Android,--,--,--,--,0,1,0,0,0,0
1248,Mike's General Store & fine goods,mlnostalgia,2019-11-11 16:15:38,1193925261068296193,1193876303658680322, reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl #reebo ,"DallasCowboys,football,Thanksgiving,NFL",--,0,1,0,Twitter Web App,--,--,--,--,0,2,0,0,0,0
1249,CdSalesAndMore,CdSalesAndMore,2019-11-11 15:54:20,1193919898868695040,--,check out reebok mens 2xl gray short sleeve t-shirt #reebok #activewearshortsleeve via ,"Reebok,ActivewearShortSleeve",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1251,Ashanti,clifftothemound,2019-11-11 15:15:01,1193910006023958528,1167264529400643585, i made.. something but cop u some reebs now bruh...  classics #reebok #reebs #reebokoverjordans  ,"reebok,reebs,reebokoverjordans",--,0,1,0,Twitter for iPhone,--,--,--,--,0,41,0,0,0,0
1252,Helena Ribeiro,Helenafariasr,2019-11-11 15:04:16,1193907300488163331,--,reebok club c vintage #reebok #clubc #reebokclubc85 #cole owsbr #sneakersbr #snkcult #reebokbrasil ,"reebok,clubc,reebokclubc85,coleçãowsbr,sneakersbr,snkcult,reebokbrasil",--,0,0,1,Instagram,--,--,--,--,0,0,0,0,0,0
1254,Khoa A Nguyen 🇻🇳🇺🇸👑💫😇🌍🇪🇺🗺👟🌟✨⚡️🏆,khoanguyen6322,2019-11-11 14:02:23,1193891727678951424,1193891135716036611, reebok daytona dmx x misbhv will be releasing via an online raffle which is now live until friday 15th november 12:00gmt #ha ,--,--,0,1,0,Twitter for iPhone,--,--,--,--,0,1,0,0,0,0
1255,RFE_Fitness,FitnessRfe,2019-11-11 14:01:21,1193891463920279553,--,stay tuned for five days of step workouts created by our master trainer plus check out our ig or faceboo ,--,--,0,1,1,LaterMedia,--,--,--,--,0,0,0,0,0,0
1256,HANON,hanonshop,2019-11-11 14:00:02,1193891135716036611,--,reebok daytona dmx x misbhv will be releasing via an online raffle which is now live until friday 15th november 12: ,--,--,0,0,1,Buffer,--,--,--,--,0,1,2,0,0,0
1258,Stephanie Goldberg,kcscouts,2019-11-11 13:51:31,1193888989062807553,--,check out peyton manning youth colts jersey size m #reebok #indianapoliscolts via ,"Reebok,IndianapolisColts",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1259,Stephanie Goldberg,kcscouts,2019-11-11 13:49:13,1193888411779772418,--,check out nashville predators hooded sweatshirt size youth med #reebok #nashvillepredators via ,"Reebok,NashvillePredators",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1260,Stephanie Goldberg,kcscouts,2019-11-11 13:44:52,1193887318106607616,--,check out mark sanchez jersey ny jets size 54 #reebok #newyorkjets via ,"Reebok,NewYorkJets",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1261,DealsUrl.in,DealsUrl,2019-11-11 13:41:01,1193886348538605569,--,buy mens sweatshirt starting from rs.1249 #adidas #sportswear #athleisure #nike #reebok #reebokindia #adidasindia ,"adidas,sportswear,athleisure,nike,reebok,reebokIndia,adidasIndia",--,0,0,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1264,Thepawningplanners2,texastwins2004,2019-11-11 13:16:38,1193880212561371141,1193876303658680322, reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl #reebo ,"DallasCowboys,football,Thanksgiving,NFL",--,0,1,0,Twitter for iPhone,--,--,--,--,0,2,0,0,0,0
1265,Benhousemusique,nndweleni01,2019-11-11 13:07:19,1193877867597316097,1187668957320372224," the wait is over! world, meet #thesneaka now available at selected side step stores. #reebok #alwaysclassic  ","TheSneAKA,Reebok,AlwaysClassic",--,0,1,0,Twitter for Android,--,--,--,--,0,5,0,0,0,0
1266,Mike's General Store & fine goods,mlnostalgia,2019-11-11 13:01:06,1193876303658680322,--,reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl ,"DallasCowboys,football,Thanksgiving,NFL",--,0,0,1,SchedulePictures,--,--,--,--,0,2,0,0,0,0
1269,Michael Bruner,brunerhogs,2019-11-11 12:18:39,1193865619793297409,--,check out chicago bears long sleeve nfl team apparel adult small tshirt new with tag #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1270,Tomi,TOMISANITY,2019-11-11 12:14:00,1193864448793989120,--,reebok workout #reebok ,Reebok,--,1,0,0,Twitter for iPhone,--,--,--,--,0,0,4,0,0,0
1271,Michael Bruner,brunerhogs,2019-11-11 12:07:06,1193862712553426945,--,check out vintage 2013 new york giants reebok sideline flat visor adult l-xl flex fit cap #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1272,Michael Bruner,brunerhogs,2019-11-11 12:06:27,1193862548967215104,--,check out detroit pistons ben wallace reebok replica jersey youth medium free shipping #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1273,Michael Bruner,brunerhogs,2019-11-11 12:02:57,1193861669576790016,--,check out new york islanders reebok face off stocking cap hat new with tags adult osfa #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1275,Michael Bruner,brunerhogs,2019-11-11 12:00:20,1193861009745702913,--,check out edmonton oilers reebok center ice stocking cap hat new with tags free shipping #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1282,The Hip Store,thehipstore,2019-11-11 10:07:56,1193832723447787520,--,the aztrek 96. online now. #reebok #reebokclassics #thehipstore ,"Reebok,ReebokClassics,TheHipStore",--,1,1,1,Twitter Web App,--,--,--,--,0,0,0,0,0,0
1284,Phat Life,DonDelSud,2019-11-11 09:18:33,1193820295829831680,--,check out mens reebok goretex golf shoes model ra412wsi size: 8 1/2w #reebok #golfshoes via ,"Reebok,GolfShoes",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1285,Mike's General Store & fine goods,mlnostalgia,2019-11-11 08:49:20,1193812942288019457,--,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok ,Reebok,--,0,0,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1288,Oye Tomori,OyeTomori_,2019-11-11 08:43:38,1193811509916372998,--,"when y all ready to turn up all dressed up, you can ring us for a pair of sneakers. you can t step into ",--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,0,4,0,0,0
1290,talkinggadgets,talkinggadgets,2019-11-11 08:41:43,1193811027101724672,1193799310649053184, check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok  #ebayroc ,Reebok,--,0,1,1,Twitter for Android,--,--,--,--,0,1,0,0,0,0
1292,Mike's General Store & fine goods,mlnostalgia,2019-11-11 07:55:10,1193799310649053184,--,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok ,Reebok,--,0,0,1,Twitter Web Client,--,--,--,--,0,1,1,0,0,0
1294,J.O.E.Y,swaggasplash_,2019-11-11 06:52:09,1193783454426644480,--,reebox classic x koolaid [ 2008 ] size ; 10.5 condition ; brand new price ; $100 #paint #rare #footwear ,"paint,rare,footwear",--,0,0,1,Instagram,--,--,--,--,0,0,0,0,0,0
1295,Allegra Deevasis,ADeevasis,2019-11-11 06:19:39,1193775274896154624,--,fame! #allegrina #euroeducationitaly #reebok #reebokone #reebokitaly #reebokambassador #bemorehuman #dance ,"allegrina,euroeducationitaly,reebok,reebokone,reebokitaly,reebokambassador,bemorehuman,dance",--,0,0,1,Instagram,--,--,--,--,0,0,0,0,0,0
1297,Cheryl Tan,cherylxl,2019-11-11 05:32:40,1193763452759793664,--,a rich history. strong underdog spirit. building up its digital capabilities and making sustainability a key pillar ,--,--,0,0,1,Buffer,--,--,--,--,0,0,0,0,0,0
1298,myclutteredcoop,Liddy_1969,2019-11-11 05:32:15,1193763347054899201,--,check out reebok mens small pittsburgh penguins nhl face off collection blue polo shirt #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1299,Esquire*Attire,esquireattire,2019-11-11 05:03:46,1193756180016971776,--,sale $18.35 #reebok men sport #shorts size xl blue ventilation ,"Reebok,shorts",--,1,0,1,AMT_To_Twitt_Listings,--,--,--,--,0,0,0,0,0,0
1300,shopping4dealzz,shopping4dealzz,2019-11-11 04:27:31,1193747056566906881,--,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,"Reebok,Sneaker,Casual",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1301,SHOE FETISH!,shoes_fetish,2019-11-11 04:26:30,1193746799716110337,--,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,"Reebok,Sneaker,Casual",--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1303,ALEX,alexfernss,2019-11-11 03:28:33,1193732216477470720,--,"check out reebok atr ""the pump"" performance basketball shoes black us men's size 11 rbk #reebok via ",Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1306,Melanie Alafaci (Townsend),Vanilla_Zulu,2019-11-11 03:05:03,1193726304287412224,--,crossfit games done and dusted. that was tough but glad i did it! well done athletes! city4051crossfit ,--,--,0,0,1,Instagram,--,--,--,--,0,0,0,0,0,0
1309,casey french,cfrench33,2019-11-11 02:54:24,1193723624273928193,--, this guy deserves a pair! let s hook him up for #veteransday ! #reebok #jjwatt ,"VeteransDay,Reebok,JJWatt",--,1,1,0,Twitter for iPhone,1193715040831991808,131948686,JJWatt,--,0,0,0,0,0,0
1311,3rddownandgoal,3rddownandgoal,2019-11-11 02:11:31,1193712830568108032,--,check out mens green bay packers super bowl xlv black tee shirt players names roster large #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,1,0,0,0,0
1312,3rddownandgoal,3rddownandgoal,2019-11-11 02:11:06,1193712724011827204,--,check out vintage nfl rams #28 marshall faulk toddler size 4t nylon blue jersey reebok #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1314,Delicate Creations,DelicateCreatio,2019-11-11 02:00:46,1193710124751368196,--,check out chicago blackhawks 2010 stanley cup champions locker room hat one size #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1316,eBay Deals US,eBay_Deals_US,2019-11-11 01:34:31,1193703518642851846,--,"us $19.99. #reebok men's dart shoes shoes""&gt;&lt;div class=""dne-itemtile-detail""... buy it now: ",Reebok,--,1,0,1,IFTTT,--,--,--,--,0,0,0,0,0,0
1317,Billion Dreams,EntrepreneursJr,2019-11-11 01:16:07,1193698889968312320,1193690270300299264, hybrid player - highlight tape music by  6 2 215lbs nfl s former cu ,--,--,0,1,1,Entrepreneurs Jr.,--,--,--,--,0,1,0,0,0,0
1319,TheKitman.co.uk,TheKitmanUK,2019-11-11 01:00:08,1193694865114193925,--,checkout this liverpool goalkeeper jersey 1996-97 (youths)! buy now - #1996/97 #carlsberg ,Carlsberg,--,0,0,1,The Kitman Football Shirts,--,--,--,--,0,0,0,0,0,0
1321,Patrick McIntosh,PatrickRyan1313,2019-11-11 00:53:27,1193693185966583814,--,low key want these #reebok ,Reebok,--,1,0,0,Twitter for iPhone,--,--,--,--,0,0,0,0,0,0
1323,Jajuan Michael Harley,jajuanmharley,2019-11-11 00:41:52,1193690270300299264,--,hybrid player - highlight tape music by  6 2 215lbs nfl s former  ,--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,1,0,0,0,0
1324,M.A.D.E. INC.,made2enhance,2019-11-11 00:39:06,1193689571512467456,1193689413156560901, amazing experience/fans showed unbelievable support at the  gm 6 2 215lbs nfl s former ,--,--,0,1,0,Twitter for iPhone,--,--,--,--,0,1,0,0,0,0
1325,Jajuan Michael Harley,jajuanmharley,2019-11-11 00:38:28,1193689413156560901,--,amazing experience/fans showed unbelievable support at the gm 6 2 215lbs nfl s former  ,--,--,0,1,1,Twitter for iPhone,--,--,--,--,0,1,1,0,0,0
1327,StockX Live Feed,StockXLive,2019-11-11 00:27:16,1193686594970161152,--,lowest ask: $111 reebok dmx run 10 sns black reflective sz. 10.5 #reebok ,reebok,--,1,0,1,StockX Market,--,--,--,--,0,0,0,0,0,0
1334,Grays Treasures,GraysTreasures,2019-11-10 22:18:12,1193654114347032577,--,check out 2005 atlanta falcons michael vick #7 nfl nfc all-star pro bowl jersey sz 52 rare #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,1,0,0,0
1336,여름밤✨너만보여,summernight9599,2019-11-10 22:01:58,1193650028117549057,1062901302496129025, 181111 # # #parkjihoon #reebok #wannaone little cutie~ ,"박지훈,지훈,parkjihoon,Reebok,wannaone",--,1,1,0,Twitter for iPhone,--,--,--,--,0,556,0,0,0,0
1338,Happygrams Vintage,mshairmama,2019-11-10 21:41:38,1193644912887111680,--,check out #reebok #speedwick #compressiontights #running #runner #5k #3k #marathon tight mens black nwt sz xl ankl  ,"Reebok,Speedwick,Compressiontights,running,runner,5K,3K,marathon",--,0,0,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1339,🇺🇸Bob Rullo 🇮🇹,bobr76,2019-11-10 21:01:46,1193634880875384832,1193631131997999104," the  community is wonderful, thank you for letting me take part in the awards ceremony at #reebok today! #t ",Reebok,--,0,1,0,Twitter for iPhone,--,--,--,--,0,0,0,0,0,0
1340,PreOwnedisTheNewNew,visitmeonEBay,2019-11-10 20:50:50,1193632127717232640,--,check out this #mamasherman #nfl #seattleseahawks blue #fan jacket #reebok #richardsherman ,"MamaSherman,NFL,SeattleSeahawks,Fan,Reebok,RichardSherman",--,0,0,1,Twitter Web App,--,--,--,--,0,0,0,0,0,0
1341,Charles Dignam,CharlesDignam,2019-11-10 20:47:22,1193631256577228806,1193631131997999104," the  community is wonderful, thank you for letting me take part in the awards ceremony at #reebok today! #t ",Reebok,--,0,1,0,Twitter for iPhone,--,--,--,--,0,0,0,0,0,0
1343,Vicki Graf,VickiGrafWX,2019-11-10 20:46:53,1193631131997999104,--,"the community is wonderful, thank you for letting me take part in the awards ceremony at #reebok to ",Reebok,--,0,1,1,Twitter for iPhone,--,--,--,--,0,0,8,0,0,0
1344,Charles Dignam,CharlesDignam,2019-11-10 20:45:35,1193630806956265472,1193602300838924291, thx to generous donors and fundraisers recognized today at #reebok for #jdrfnewengland award ceremony  https:/ ,"reebok,jdrfnewengland",--,0,1,0,Twitter for iPhone,--,--,--,--,0,1,0,0,0,0
1345,Steven Frank,TheCrownTrading,2019-11-10 20:26:59,1193626127367049218,--,check out new england patriots reebok nfl equipment men's blue warm up pants~4x-large 4xl #reebok ,Reebok,--,0,0,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1346,HomeOfTheVilla,TheVillaHome,2019-11-10 19:31:54,1193612264265388032,1193599425001721857, aston villa away 1997-98 #10 yorke small 69.99 worn the season when john gregory took over from brian little and took ,--,--,0,1,0,Twitter for iPhone,--,--,--,--,0,1,0,0,0,0
1347,eBay Deals US,eBay_Deals_US,2019-11-10 19:29:22,1193611625057705987,--,"us $14.99. #reebok men's training essentials woven pant""&gt;&lt;div... buy it now: ",Reebok,--,1,0,1,IFTTT,--,--,--,--,0,0,0,0,0,0
1350,Keith Wexelblatt,kwexelblatt,2019-11-10 18:52:19,1193602300838924291,--,thx to generous donors and fundraisers recognized today at #reebok for #jdrfnewengland award ceremony ,"reebok,jdrfnewengland",--,1,1,0,Twitter for iPhone,--,--,--,--,0,1,7,0,0,0
1351,Store at the Black Sea,94Rahua,2019-11-10 18:51:10,1193602013000601601,--,check out aston villa 1999 2000 away wembley cup shirt football soccer shirt jersey men #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1352,Store at the Black Sea,94Rahua,2019-11-10 18:49:35,1193601613786730496,--,check out liverpool 2002 2004 home football soccer shirt jersey trikot camiseta reebok 46 #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1353,one2elevenkits | retrofootballfair,one2elevenkits,2019-11-10 18:40:53,1193599425001721857,--,aston villa away 1997-98 #10 yorke small 69.99 worn the season when john gregory took over from brian little and t  ,--,--,0,0,1,Twitter for iPhone,--,--,--,--,0,1,8,0,0,0
1354,TITOLO,titoloshop,2019-11-10 18:00:03,1193589147828654083,--,s a l e many reduced sneakers and clothes shop now #nike #adidas #puma #jordan ,"nike,adidas,puma,jordan",--,0,0,1,Buffer,--,--,--,--,0,0,1,0,0,0
1356,simplyshay,simplyshay,2019-11-10 17:43:24,1193584958121529344,--,check out reebok pittsburgh steelers jacket with hood adult xl nfl football hoodie #reebok via ,Reebok,--,0,1,1,Twitter Web Client,--,--,--,--,0,0,0,0,0,0
1360,TITOLO,titoloshop,2019-11-10 17:30:19,1193581665945313281,--,s a l e many reduced sneakers and clothes to the webshop  #nike #adidas #puma #jordan ,"nike,adidas,puma,jordan",--,0,0,1,Buffer,--,--,--,--,0,0,1,0,0,0
1363,🍡in a 프레임 ♡,winkframe,2019-11-10 17:24:17,1193580149490384897,1062901302496129025, 181111 # # #parkjihoon #reebok #wannaone little cutie~ ,"박지훈,지훈,parkjihoon,Reebok,wannaone",--,1,1,0,Twitter for iPhone,--,--,--,--,0,556,0,0,0,0
