username,screenname,created_at,tweet_text,sentiment
Teezy-Marley,PoloTee,2019-11-11 19:06:11,all black drop top..rock u a ghost *jott* today #jottworld #tshirt #shopsmall #blackfriday #hatshop #neworleans ,Negatif
グラス,glass4351,2019-11-11 19:02:34, lowest ask: $249 reebok court victory pump alife ball out orange sz. 9  #reebok  ,Negatif
MassGenie,_massgenie,2019-11-11 19:00:18,have a perfect go-to gym top with reebok fitted performance shirt that can fit into whatever workout you throw at i ,Positif
StockX Live Feed,StockXLive,2019-11-11 18:59:31,lowest ask: $249 reebok court victory pump alife ball out orange sz. 9 #reebok ,Negatif
SHOE FETISH!,shoes_fetish,2019-11-11 18:46:28,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
shopping4dealzz,shopping4dealzz,2019-11-11 18:45:45,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
simplyshay,simplyshay,2019-11-11 18:43:55,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok via ,Neutral
M.A.D.E. INC.,made2enhance,2019-11-11 18:31:31," i m in the supplemental draft. omw back to the 
 

6 2 215lbs nfl s former ",Neutral
Foot District,FootDistrict,2019-11-11 18:30:39," electrolyte 97 is in stores now &amp; online! ultra-fast, ultra-light, ultra-versatile. wear black &amp; don't look  ",Neutral
Jajuan Michael Harley,jajuanmharley,2019-11-11 18:29:08,i m in the supplemental draft. omw back to the 6 2 215lbs nfl s former ,Neutral
FreedomFandom❣,thebobbxxn,2019-11-11 17:19:31," dazed magazine x wanna one 

#  #reebok #reebokclassic #thisisclassic #alwaysclassic #  # # # #reebok ",Negatif
StockX Live Feed,StockXLive,2019-11-11 17:19:26,lowest ask: $1000 reebok club c 85 jjjjound sz. 10.5 #reebok ,Negatif
Rhonda K,arkayscreations,2019-11-11 17:03:48, check out mens green bay packers super bowl xlv black tee shirt players names roster large #reebok  ,Positif
Mike's General Store & fine goods,mlnostalgia,2019-11-11 16:15:38, reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl #reebo ,Neutral
CdSalesAndMore,CdSalesAndMore,2019-11-11 15:54:20,check out reebok mens 2xl gray short sleeve t-shirt #reebok #activewearshortsleeve via ,Neutral
Ashanti,clifftothemound,2019-11-11 15:15:01, i made.. something but cop u some reebs now bruh...  classics #reebok #reebs #reebokoverjordans  ,Neutral
Helena Ribeiro,Helenafariasr,2019-11-11 15:04:16,reebok club c vintage #reebok #clubc #reebokclubc85 #cole owsbr #sneakersbr #snkcult #reebokbrasil ,Neutral
Khoa A Nguyen 🇻🇳🇺🇸👑💫😇🌍🇪🇺🗺👟🌟✨⚡️🏆,khoanguyen6322,2019-11-11 14:02:23, reebok daytona dmx x misbhv will be releasing via an online raffle which is now live until friday 15th november 12:00gmt #ha ,Neutral
RFE_Fitness,FitnessRfe,2019-11-11 14:01:21,stay tuned for five days of step workouts created by our master trainer plus check out our ig or faceboo ,Positif
HANON,hanonshop,2019-11-11 14:00:02,reebok daytona dmx x misbhv will be releasing via an online raffle which is now live until friday 15th november 12: ,Neutral
Stephanie Goldberg,kcscouts,2019-11-11 13:51:31,check out peyton manning youth colts jersey size m #reebok #indianapoliscolts via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-11 13:49:13,check out nashville predators hooded sweatshirt size youth med #reebok #nashvillepredators via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-11 13:44:52,check out mark sanchez jersey ny jets size 54 #reebok #newyorkjets via ,Neutral
DealsUrl.in,DealsUrl,2019-11-11 13:41:01,buy mens sweatshirt starting from rs.1249 #adidas #sportswear #athleisure #nike #reebok #reebokindia #adidasindia ,Neutral
Thepawningplanners2,texastwins2004,2019-11-11 13:16:38, reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl #reebo ,Neutral
Benhousemusique,nndweleni01,2019-11-11 13:07:19," the wait is over! world, meet #thesneaka now available at selected side step stores. #reebok #alwaysclassic  ",Neutral
Mike's General Store & fine goods,mlnostalgia,2019-11-11 13:01:06,reebok dallas cowboys mesh hat official nfl football cap one size youth #dallascowboys #football #thanksgiving #nfl ,Neutral
Michael Bruner,brunerhogs,2019-11-11 12:18:39,check out chicago bears long sleeve nfl team apparel adult small tshirt new with tag #reebok via ,Neutral
Tomi,TOMISANITY,2019-11-11 12:14:00,reebok workout #reebok ,Neutral
Michael Bruner,brunerhogs,2019-11-11 12:07:06,check out vintage 2013 new york giants reebok sideline flat visor adult l-xl flex fit cap #reebok via ,Positif
Michael Bruner,brunerhogs,2019-11-11 12:06:27,check out detroit pistons ben wallace reebok replica jersey youth medium free shipping #reebok via ,Positif
Michael Bruner,brunerhogs,2019-11-11 12:02:57,check out new york islanders reebok face off stocking cap hat new with tags adult osfa #reebok via ,Neutral
Michael Bruner,brunerhogs,2019-11-11 12:00:20,check out edmonton oilers reebok center ice stocking cap hat new with tags free shipping #reebok via ,Positif
The Hip Store,thehipstore,2019-11-11 10:07:56,the aztrek 96. online now. #reebok #reebokclassics #thehipstore ,Neutral
Phat Life,DonDelSud,2019-11-11 09:18:33,check out mens reebok goretex golf shoes model ra412wsi size: 8 1/2w #reebok #golfshoes via ,Neutral
Mike's General Store & fine goods,mlnostalgia,2019-11-11 08:49:20,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok ,Neutral
Oye Tomori,OyeTomori_,2019-11-11 08:43:38,"when y all ready to turn up all dressed up, you can ring us for a pair of sneakers. you can t step into ",Positif
talkinggadgets,talkinggadgets,2019-11-11 08:41:43, check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok  #ebayroc ,Neutral
Mike's General Store & fine goods,mlnostalgia,2019-11-11 07:55:10,check out reebok dallas cowboys mesh hat official nfl football cap one size youth #reebok ,Neutral
J.O.E.Y,swaggasplash_,2019-11-11 06:52:09,reebox classic x koolaid [ 2008 ] size ; 10.5 condition ; brand new price ; $100 #paint #rare #footwear ,Neutral
Allegra Deevasis,ADeevasis,2019-11-11 06:19:39,fame! #allegrina #euroeducationitaly #reebok #reebokone #reebokitaly #reebokambassador #bemorehuman #dance ,Positif
Cheryl Tan,cherylxl,2019-11-11 05:32:40,a rich history. strong underdog spirit. building up its digital capabilities and making sustainability a key pillar ,Positif
myclutteredcoop,Liddy_1969,2019-11-11 05:32:15,check out reebok mens small pittsburgh penguins nhl face off collection blue polo shirt #reebok via ,Neutral
Esquire*Attire,esquireattire,2019-11-11 05:03:46,sale $18.35 #reebok men sport #shorts size xl blue ventilation ,Neutral
shopping4dealzz,shopping4dealzz,2019-11-11 04:27:31,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
SHOE FETISH!,shoes_fetish,2019-11-11 04:26:30,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
ALEX,alexfernss,2019-11-11 03:28:33,"check out reebok atr ""the pump"" performance basketball shoes black us men's size 11 rbk #reebok via ",Neutral
Melanie Alafaci (Townsend),Vanilla_Zulu,2019-11-11 03:05:03,crossfit games done and dusted. that was tough but glad i did it! well done athletes! city4051crossfit ,Positif
casey french,cfrench33,2019-11-11 02:54:24, this guy deserves a pair! let s hook him up for #veteransday ! #reebok #jjwatt ,Neutral
3rddownandgoal,3rddownandgoal,2019-11-11 02:11:31,check out mens green bay packers super bowl xlv black tee shirt players names roster large #reebok via ,Positif
3rddownandgoal,3rddownandgoal,2019-11-11 02:11:06,check out vintage nfl rams #28 marshall faulk toddler size 4t nylon blue jersey reebok #reebok via ,Neutral
Delicate Creations,DelicateCreatio,2019-11-11 02:00:46,check out chicago blackhawks 2010 stanley cup champions locker room hat one size #reebok via ,Positif
eBay Deals US,eBay_Deals_US,2019-11-11 01:34:31,"us $19.99. #reebok men's dart shoes shoes""&gt;&lt;div class=""dne-itemtile-detail""... buy it now: ",Neutral
Billion Dreams,EntrepreneursJr,2019-11-11 01:16:07, hybrid player - highlight tape music by  6 2 215lbs nfl s former cu ,Positif
TheKitman.co.uk,TheKitmanUK,2019-11-11 01:00:08,checkout this liverpool goalkeeper jersey 1996-97 (youths)! buy now - #1996/97 #carlsberg ,Neutral
Patrick McIntosh,PatrickRyan1313,2019-11-11 00:53:27,low key want these #reebok ,Negatif
Jajuan Michael Harley,jajuanmharley,2019-11-11 00:41:52,hybrid player - highlight tape music by  6 2 215lbs nfl s former  ,Positif
M.A.D.E. INC.,made2enhance,2019-11-11 00:39:06, amazing experience/fans showed unbelievable support at the  gm 6 2 215lbs nfl s former ,Positif
Jajuan Michael Harley,jajuanmharley,2019-11-11 00:38:28,amazing experience/fans showed unbelievable support at the gm 6 2 215lbs nfl s former  ,Positif
StockX Live Feed,StockXLive,2019-11-11 00:27:16,lowest ask: $111 reebok dmx run 10 sns black reflective sz. 10.5 #reebok ,Negatif
Grays Treasures,GraysTreasures,2019-11-10 22:18:12,check out 2005 atlanta falcons michael vick #7 nfl nfc all-star pro bowl jersey sz 52 rare #reebok via ,Negatif
여름밤✨너만보여,summernight9599,2019-11-10 22:01:58, 181111 # # #parkjihoon #reebok #wannaone little cutie~ ,Neutral
Happygrams Vintage,mshairmama,2019-11-10 21:41:38,check out #reebok #speedwick #compressiontights #running #runner #5k #3k #marathon tight mens black nwt sz xl ankl  ,Neutral
🇺🇸Bob Rullo 🇮🇹,bobr76,2019-11-10 21:01:46," the  community is wonderful, thank you for letting me take part in the awards ceremony at #reebok today! #t ",Positif
PreOwnedisTheNewNew,visitmeonEBay,2019-11-10 20:50:50,check out this #mamasherman #nfl #seattleseahawks blue #fan jacket #reebok #richardsherman ,Neutral
Charles Dignam,CharlesDignam,2019-11-10 20:47:22," the  community is wonderful, thank you for letting me take part in the awards ceremony at #reebok today! #t ",Positif
Vicki Graf,VickiGrafWX,2019-11-10 20:46:53,"the community is wonderful, thank you for letting me take part in the awards ceremony at #reebok to ",Positif
Charles Dignam,CharlesDignam,2019-11-10 20:45:35, thx to generous donors and fundraisers recognized today at #reebok for #jdrfnewengland award ceremony  https:/ ,Positif
Steven Frank,TheCrownTrading,2019-11-10 20:26:59,check out new england patriots reebok nfl equipment men's blue warm up pants~4x-large 4xl #reebok ,Positif
HomeOfTheVilla,TheVillaHome,2019-11-10 19:31:54, aston villa away 1997-98 #10 yorke small 69.99 worn the season when john gregory took over from brian little and took ,Negatif
eBay Deals US,eBay_Deals_US,2019-11-10 19:29:22,"us $14.99. #reebok men's training essentials woven pant""&gt;&lt;div... buy it now: ",Neutral
Keith Wexelblatt,kwexelblatt,2019-11-10 18:52:19,thx to generous donors and fundraisers recognized today at #reebok for #jdrfnewengland award ceremony ,Positif
Store at the Black Sea,94Rahua,2019-11-10 18:51:10,check out aston villa 1999 2000 away wembley cup shirt football soccer shirt jersey men #reebok via ,Neutral
Store at the Black Sea,94Rahua,2019-11-10 18:49:35,check out liverpool 2002 2004 home football soccer shirt jersey trikot camiseta reebok 46 #reebok via ,Neutral
one2elevenkits | retrofootballfair,one2elevenkits,2019-11-10 18:40:53,aston villa away 1997-98 #10 yorke small 69.99 worn the season when john gregory took over from brian little and t  ,Negatif
TITOLO,titoloshop,2019-11-10 18:00:03,s a l e many reduced sneakers and clothes shop now #nike #adidas #puma #jordan ,Neutral
simplyshay,simplyshay,2019-11-10 17:43:24,check out reebok pittsburgh steelers jacket with hood adult xl nfl football hoodie #reebok via ,Neutral
TITOLO,titoloshop,2019-11-10 17:30:19,s a l e many reduced sneakers and clothes to the webshop  #nike #adidas #puma #jordan ,Neutral
🍡in a 프레임 ♡,winkframe,2019-11-10 17:24:17, 181111 # # #parkjihoon #reebok #wannaone little cutie~ ,Neutral
FluGang TV,QdaInfluencer,2019-11-10 17:18:39," c a r o u s e l  
  

#nike #nikebasketball #jordan #jordanbrand #wearejordan #adidas ",Neutral
seventwelveco,seventwelveco,2019-11-10 17:15:00,"coming soon on #reebok us. reebok instapump fury boost. releasing friday, november 15.  &gt; ",Negatif
TITOLO,titoloshop,2019-11-10 17:00:09,s a l e many reduced sneakers and clothes check it out  #nike #adidas #puma #jordan ,Neutral
Jessie J,JJ_dds,2019-11-10 16:36:57,dug out the #reebok freeney for today s festivities. heading on down to los. remember fans - do your job!! ,Positif
stine | wj wh hb pls be ok,BUNSS00DAN,2019-11-10 15:47:38, 181111 # # #parkjihoon #reebok #wannaone little cutie~ ,Neutral
Ammar Amirli,TheWolfAmirli,2019-11-10 15:40:27,#crossfit #twt #thewolf #crossfitopen #crossfitgames #reebok #crossfitopen2020 #atefgym #qartalcrossfit qartal cr ,Neutral
SharonANDRenee,BohemianBound,2019-11-10 15:39:28, sharing for #ebayrocteam check out reebok pittsburgh steelers jacket with hood adult xl nfl football hoodie #reebok https: ,Positif
Mike's General Store & fine goods,mlnostalgia,2019-11-10 15:39:15,sharing for #ebayrocteam check out reebok pittsburgh steelers jacket with hood adult xl nfl football hoodie #reebok ,Positif
Soccer Shirt Collector,CollectorShirt,2019-11-10 14:58:21,shirt of the day - liverpool 2004/05 coach shirt - love the texturised print this has. #liverpoolfc #shirtoftheday ,Positif
Nafiz Nazly,nafiznazly,2019-11-10 14:16:35,blue is mine - reebok classic itu jaa... #blue #blueman #reebok #reebokclassic #jacket #itujaa #ioi ,Neutral
mark leslie,SportsJersey4U,2019-11-10 13:38:56,check out san jose sharks jersey - reebok toddler 4t / 7t #reebok #sanjosesharks via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-10 13:17:21,check out peyton manning youth colts jersey size m #reebok #indianapoliscolts via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-10 13:16:02,check out nashville predators hooded sweatshirt size youth med #reebok #nashvillepredators via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-10 13:12:06,check out mark sanchez jersey ny jets size 54 #reebok #newyorkjets via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-10 13:11:56,check out manchester monarchs (echl) hooded sweatshirt size m now defunk team #reebok via ,Neutral
VJK,vivinjohnkurien,2019-11-10 13:04:52,new addition! this time it s reebok! . . . #shoes #shoesofinstagram #adidas #leecooper #levis #bata ,Neutral
Stephanie Goldberg,kcscouts,2019-11-10 13:04:30,check out boston bruins lightweight pullover size med #reebok #bostonbruins via ,Neutral
TheKitman.co.uk,TheKitmanUK,2019-11-10 09:00:08,checkout this bolton wanderers away shirt 2006-08 (3/4yrs)! buy now - #2006/08 #bolton ,Neutral
José Martínez,josemreebok22,2019-11-10 08:52:02,dance like nobody looking on u #bodymeetsoul #aldianaclubampflwang #aldianaclub #training #dancelife #dance ,Positif
Adam Rattigan,AdamRattigan,2019-11-10 08:45:18, check our classic diadora shirt on etsy &gt;&gt;  #vintagestyle #simple #stylish #fashion #fashionable # ,Neutral
TheKitman.co.uk,TheKitmanUK,2019-11-10 08:00:12,checkout this liverpool home shirt 2002-04 (medium mens)! buy now - #2002/04 #carlsberg ,Neutral
Esquire*Attire,esquireattire,2019-11-10 06:53:33,sale $18.35 #reebok men sport #shorts size xl blue ventilation ,Neutral
BiggDeals,BiggDeals4U,2019-11-10 06:26:49,#reebok men's pro train lp running shoes [ size 6 ] 1122 only link : ,Neutral
👠💫Rocio📿💎Leo szn👑,rocciorunway23,2019-11-10 06:24:00, love an oversized shirt defintely one of my favorites  #ootd #fallfashion #ad #reebokclassics  ,Positif
GR8,GR8_tokyo,2019-11-10 06:12:34, in store &amp; online #reebok #gr8_tokyo ,Neutral
GR8,GR8_tokyo,2019-11-10 05:23:39, in store &amp; online #reebok #gr8_tokyo ,Neutral
Reoccuring Dreams,ricks_soph,2019-11-10 02:35:06,check out nfl green bay packers reebok jersey #52 clay matthews size 52 green yellow #reebok via ,Neutral
seventwelveco,seventwelveco,2019-11-10 02:15:04,restocked on #reebok us. bronze 56k x reebok club c. &gt; #ad ,Neutral
ClearlakeConsignment,ClearlakeSales,2019-11-10 02:09:29,check out mens reebok golf play dry gray neon green striped short sleeve polo shirt 6xl #reebok via ,Positif
Tomi,TOMISANITY,2019-11-10 01:30:32,reebok workout plus #reebok #workout ,Neutral
bomb_pop_boutique,cherry_jeremiah,2019-11-10 01:12:47,check out womens nfl quilted steelers logo jacket black &amp; yellow team apparel football #reebok via ,Neutral
Jajuan Michael Harley,jajuanmharley,2019-11-10 00:47:45,thanx m.a.d.e. member sgt sergeant casseus blessings us w/  gm tix endzone sec1 ,Positif
Charlie's Treasures,CharliesTreasu1,2019-11-10 00:03:42,check out buffalo bills reebok baseball cap blue/white w/red &amp; blue bill osfm #reebok via ,Neutral
M.A.D.E. INC.,made2enhance,2019-11-09 23:51:19," 6 2 215lbs nfl s former  current  db founder, owner &amp; c.e.o.  ",Neutral
Jajuan Michael Harley,jajuanmharley,2019-11-09 23:51:02," 6 2 215lbs nfl s former  current  db founder, owner &amp; c.e.o.  ",Neutral
Mario Solis,ninlvs,2019-11-09 23:31:46,check out reebok zig tech 1-j21406 mens athletic running shoes sneakers black/yellow sz 13 #reebok via ,Neutral
FashionModaNow,ModaFas34970117,2019-11-09 23:27:02,"the #reebok #princess #sneakers are for #girls, but #boys #love them los #tenis #princesa son para #ninas, ",Neutral
TheKitman.co.uk,TheKitmanUK,2019-11-09 23:00:06,checkout this bolton wanderers away shirt 2006-08 (3/4yrs)! buy now - #2006/08 #bolton ,Neutral
Gregory Robison,g_rob83,2019-11-09 22:42:12, pearlized episode 181 (link in bio for video) - streaming on all podcast platforms find us on  ,Neutral
Jason Butler,Money_Chronicle,2019-11-09 22:29:00,baltimore ravens steve mcnair youth jersey reebok size xl 18/20 #reebok #baltimoreravens ,Neutral
JB,Jbutler_7,2019-11-09 22:28:00,baltimore ravens steve mcnair youth jersey reebok size xl 18/20 #reebok #baltimoreravens ,Neutral
StockX Live Feed,StockXLive,2019-11-09 21:52:32,lowest ask: $114 reebok classic leather white sz. 9.5 #reebok ,Negatif
SolefulMike,SolefulMike,2019-11-09 21:49:50, pearlized episode 181 (link in bio for video) - streaming on all podcast platforms find us on  ,Neutral
Ashley Warren,awarren1232,2019-11-09 21:46:58,"another year, another #crossfitopen in the books #crossfit #lebanoncrossfit #victoryapparel #hwpo ",Neutral
HalfWallet,HalfWallet,2019-11-09 21:00:08,reebok flexagon energy shoes $23 shipped #man #reebok #shoes #shoes #deals ,Positif
yu tippy pitchy,YuDarbage,2019-11-09 20:46:46, nique  og #reebok pumps,Neutral
3rddownandgoal,3rddownandgoal,2019-11-09 20:35:13,check out youth size large 14-16 aaron rodges #12 green bay packers reebok nylon jersey #reebok via ,Neutral
StockX Live Feed,StockXLive,2019-11-09 20:22:22,lowest ask: $75 reebok workout plus 3:am nola sz. 10.5 #reebok ,Negatif
VARELA KATERINA,katerina_varela,2019-11-09 19:57:21,most people have no idea how good their body is designed to feel! #loveyourself #loveyourbody #photoshoot ,Positif
Gain Cheap,gaincheap,2019-11-09 19:54:52," buy 1 get 1 50% off all shoes w/ code at #reebok bogo on walking, running, #lifestyle and all activities #shoes for women, ",Neutral
Joshua (Ft. Drake),JLogs10,2019-11-09 19:53:28, pearlized episode 181 (link in bio for video) - streaming on all podcast platforms find us on  ,Neutral
turnupolis🤘🏾,lordjoshmosh,2019-11-09 19:47:36, pearlized episode 181 (link in bio for video) - streaming on all podcast platforms find us on  ,Neutral
Store at the Black Sea,94Rahua,2019-11-09 18:30:42,check out liverpool 2000 2002 away football soccer shirt jersey trikot camiseta reebok #reebok via ,Neutral
Sneak Diss Sneaker Podcast 🏁,the_sneakdiss,2019-11-09 18:29:22,pearlized episode 181 (link in bio for video) - streaming on all podcast platforms find us on ,Neutral
vicky,_beautybug83_,2019-11-09 18:22:31, . #waynesworld #excellent #black #hoodie #reebok #selfie #ootd #fashioninsta #fashioninstagram #fashionofinsta ,Neutral
StockX Live Feed,StockXLive,2019-11-09 18:14:45,lowest ask: $115 reebok sock run.r barney's black sz. 9 #reebok ,Negatif
vicky,_beautybug83_,2019-11-09 17:32:13, #cap  #gapuk #top #bandm  #glasses #karenmillen  #hoodie #reebok  #whatmamaworemond ,Neutral
StockX Live Feed,StockXLive,2019-11-09 17:28:26,highest bid: $120 reebok instapump fury grinch sz. 12.5 #reebok ,Negatif
Khoa A Nguyen 🇻🇳🇺🇸👑💫😇🌍🇪🇺🗺👟🌟✨⚡️🏆,khoanguyen6322,2019-11-09 16:57:58, reebok zig kinetica is available to buy online now! #hanon #reebok #zigkinetica    ,Neutral
She was the first.,bakerjaws1975,2019-11-09 16:45:12,went to look at trainers at three drifferent shops today.... what an utter load of rubbish i found. no decent ones at all #nike #reebok,Negatif
gretel vintage,gretelvintage,2019-11-09 16:05:44,vintage reebok classics uk 5.5 28 #reebokclassics #reebok #reebokclassic ,Neutral
HANON,hanonshop,2019-11-09 16:00:08,reebok zig kinetica is available to buy online now! #hanon #reebok #zigkinetica     ,Neutral
David UncleNard Robinson,fromduval,2019-11-09 15:37:59,"i remember in high school working at winn dixie spending my second check on these ""dee brown"" #reeboks who is from ",Neutral
JK_Rosie,JKRosie3,2019-11-09 15:37:06, [edit] #blackpink x #reebok classic behind 2 # #rose #ros ,Neutral
Stephanie Goldberg,kcscouts,2019-11-09 14:54:13,check out peyton manning youth colts jersey size m #reebok #indianapoliscolts via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-09 14:53:37,check out nashville predators hooded sweatshirt size youth med #reebok #nashvillepredators via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-09 14:51:21,check out mark sanchez jersey ny jets size 54 #reebok #newyorkjets via ,Neutral
Colabo,Colaboinc,2019-11-09 14:00:00,reebok launched world s first sneaker rental service reebok-to-go to encourage more people to walk and run. just ,Positif
DIYMike,DIYMikes,2019-11-09 13:48:44," aint nothing like *jott* clothing,shop now for the holidays #shopping #tshirt #christmas #thanksgiving #hat #football #b ",Positif
Teezy-Marley,PoloTee,2019-11-09 13:48:28," aint nothing like *jott* clothing,shop now for the holidays #shopping #tshirt #christmas #thanksgiving #hat #football #b ",Positif
Jott Urban Wear™,jotturbanwear,2019-11-09 13:47:47,"aint nothing like *jott* clothing,shop now for the holidays #shopping #tshirt #christmas #thanksgiving #hat ",Positif
Teezy-Marley,PoloTee,2019-11-09 13:37:29,"add to your hat collection,shop jott fellas and ladies #neworleans #mitchellandness #newera #hatshop #barbershop  ",Neutral
TITOLO,titoloshop,2019-11-09 13:00:10,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. available for purchase ,Neutral
TITOLO,titoloshop,2019-11-09 12:30:22,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. take your chance ,Positif
New England Athletic,NEAShoes,2019-11-09 12:20:49,reebok women's skyscape revolution walking shoes sneakers black size 6 - 50% off #reebok #walkingsho ,Neutral
New England Athletic,NEAShoes,2019-11-09 12:13:55,reebok men's z pump fusion stash running shoes black red size 8.5 - now 50% off #reebok #runningshoe ,Neutral
New England Athletic,NEAShoes,2019-11-09 12:11:33,reebok men z pump rise basketball shoes sneakers black size 8.5 - now 50% off #reebok #basketballsho ,Neutral
Brandkloud,Brandkloud,2019-11-09 12:10:02,riccardo dal farra likes fitness #capitalfmkenya #reebok ,Positif
sansirosports.com,SANSIRO34SPORTS,2019-11-09 12:08:33,stands out of its own. #splitfrom | #solefury ts available on #reebok #men #shoes #dance ,Neutral
TITOLO,titoloshop,2019-11-09 11:45:04,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. h e r e ,Neutral
TITOLO,titoloshop,2019-11-09 11:15:06,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. check it out ,Neutral
TheKitman.co.uk,TheKitmanUK,2019-11-09 11:00:09,checkout this liverpool home shirt 2000-02 (large mens)! buy now - #2000/02 #carlsberg ,Neutral
Marketing Mind,MarketingMind_,2019-11-09 09:53:41, to unify under one logo! #reebok #logo #marketingmind ,Neutral
size?,sizeofficial,2019-11-09 08:25:00,"harking back to reebok s zig-zag midsole from the early 00s, the zig kinetica sole unit energises your every step  ",Positif
StockX Live Feed,StockXLive,2019-11-09 08:05:24,lowest ask: $400 reebok question mid sns shoe about nothing sz. 11.5 #reebok ,Negatif
FADI HASSOUN,AttorneyFadi,2019-11-09 07:18:20,"the game changer #lesmillsgrit #changeyourgame #lesmills #reebok beirut, lebanon ",Neutral
